YEAR,T2M,T2MDEW,T2MWET,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WD10M,WS50M,WD50M,Location,timestamp,lightning
2001,13.58,10.83,12.21,8.06,83.31,0.14,100.21,2.29,51.8,4.92,50.67,Prayagraj,2001-01-01 00:00:00,0
2001,13.55,10.94,12.25,8.18,84.12,0.08,100.13,2.58,64.68,4.84,63.52,Prayagraj,2001-01-01 01:00:00,0
2001,13.41,11.09,12.25,8.24,85.62,0.19,100.12,1.77,77.5,3.28,76.63,Prayagraj,2001-01-01 02:00:00,0
2001,13.23,11.21,12.23,8.3,87.38,0.12,100.16,0.9,115.23,1.75,113.13,Prayagraj,2001-01-01 03:00:00,0
2001,13.01,11.26,12.13,8.3,89,0.02,100.19,1.01,138.77,2.06,138.08,Prayagraj,2001-01-01 04:00:00,0
2001,12.52,11.94,12.23,8.73,96.06,0.07,100.17,1.78,148.13,3.34,150.85,Prayagraj,2001-01-01 05:00:00,0
2001,13.26,12.55,12.9,9.03,95.31,0.4,100.28,3.35,165.54,5.29,165.64,Prayagraj,2001-01-01 06:00:00,0
2001,14.2,12.87,13.54,9.28,91.5,1.1,100.3,3.34,161.44,4.09,160.84,Prayagraj,2001-01-01 07:00:00,0
2001,15.9,12.64,14.26,9.09,80.88,0.04,100.35,2.92,167.34,3.48,166.24,Prayagraj,2001-01-01 08:00:00,0
2001,17.76,11.52,14.65,8.48,66.75,0.06,100.36,3.16,158.57,3.77,158.22,Prayagraj,2001-01-01 09:00:00,0
2001,19.33,10.48,14.91,7.87,56.44,0.07,100.34,3.12,160.97,3.71,160.42,Prayagraj,2001-01-01 10:00:00,0
2001,20.27,9.76,15.01,7.51,50.75,0.1,100.27,2.89,169.39,3.41,168.64,Prayagraj,2001-01-01 11:00:00,0
2001,20.7,9.57,15.14,7.45,48.75,0.09,100.17,2.86,168.01,3.35,168.01,Prayagraj,2001-01-01 12:00:00,0
2001,21.22,9.52,15.37,7.39,47.12,0.08,100.09,2.94,168.81,3.4,169.41,Prayagraj,2001-01-01 13:00:00,0
2001,21.05,9.55,15.3,7.45,47.69,0.07,100.03,2.85,173.23,3.33,174.48,Prayagraj,2001-01-01 14:00:00,0
2001,20.44,9.73,15.08,7.51,50.12,0.08,100.01,2.24,173.4,2.87,174.38,Prayagraj,2001-01-01 15:00:00,0
2001,18.62,9.98,14.3,7.63,57.06,0.03,100.01,1.37,148.03,2.29,148.97,Prayagraj,2001-01-01 16:00:00,0
2001,17.13,9.82,13.48,7.57,62,0.01,100.04,1.76,109.48,2.73,109.73,Prayagraj,2001-01-01 17:00:00,0
2001,15.68,9.83,12.75,7.57,68.06,0,100.1,2.33,90.19,3.85,90.12,Prayagraj,2001-01-01 18:00:00,0
2001,14.74,9.81,12.28,7.57,72.19,0,100.15,2.72,83.06,4.82,83.11,Prayagraj,2001-01-01 19:00:00,0
2001,14.21,9.8,12.01,7.57,74.62,0,100.19,2.83,82.38,5.23,82.54,Prayagraj,2001-01-01 20:00:00,0
2001,14.33,9.85,12.09,7.57,74.25,0,100.22,2.66,84.61,5.09,84.72,Prayagraj,2001-01-01 21:00:00,0
2001,14.15,9.85,12.01,7.57,75.12,0,100.23,2.53,86.46,4.85,86.49,Prayagraj,2001-01-01 22:00:00,0
2001,13.48,9.76,11.62,7.51,78.06,0,100.22,2.52,88.04,4.67,87.99,Prayagraj,2001-01-01 23:00:00,0
2001,12.8,9.67,11.23,7.45,81.12,0,100.22,2.47,90.54,4.43,90.3,Prayagraj,2001-01-02 00:00:00,0
2001,12.17,9.55,10.87,7.45,83.88,0,100.21,2.36,92.28,4.06,91.98,Prayagraj,2001-01-02 01:00:00,0
2001,11.63,9.44,10.54,7.39,86.19,0,100.21,2.2,91.62,3.67,91.22,Prayagraj,2001-01-02 02:00:00,0
2001,11.23,9.33,10.28,7.32,87.94,0,100.22,2.02,88.89,3.26,88.49,Prayagraj,2001-01-02 03:00:00,0
2001,10.85,9.25,10.05,7.26,89.75,0,100.26,1.87,88.8,2.95,88.33,Prayagraj,2001-01-02 04:00:00,0
2001,10.6,9.17,9.88,7.2,90.81,0,100.34,1.67,90.27,2.57,89.65,Prayagraj,2001-01-02 05:00:00,0
2001,10.78,9.12,9.95,7.2,89.38,0,100.43,1.33,95.74,1.98,95.21,Prayagraj,2001-01-02 06:00:00,0
2001,12.76,9.26,11.01,7.26,79.25,0,100.5,0.91,109.52,1.05,108.57,Prayagraj,2001-01-02 07:00:00,0
2001,15.75,9.33,12.55,7.26,65.56,0,100.58,0.5,95.36,0.66,88.64,Prayagraj,2001-01-02 08:00:00,0
2001,20.07,9.01,14.55,7.14,48.88,0,100.63,0.49,2.73,0.51,352.12,Prayagraj,2001-01-02 09:00:00,0
2001,22.18,8.33,15.25,6.77,40.94,0,100.59,1.3,307.42,1.4,303.87,Prayagraj,2001-01-02 10:00:00,0
2001,23.3,7.76,15.53,6.53,36.88,0,100.49,2.02,303.14,2.18,300.79,Prayagraj,2001-01-02 11:00:00,0
2001,23.96,7.31,15.63,6.35,34.31,0,100.38,2.64,305.1,2.89,303.3,Prayagraj,2001-01-02 12:00:00,0
2001,24.13,6.94,15.54,6.23,33.12,0,100.3,3.15,308.15,3.5,306.64,Prayagraj,2001-01-02 13:00:00,0
2001,23.71,6.69,15.2,6.1,33.38,0,100.28,3.57,310.74,4.04,309.42,Prayagraj,2001-01-02 14:00:00,0
2001,22.62,6.58,14.6,6.04,35.38,0,100.29,3.71,314.06,4.49,313.45,Prayagraj,2001-01-02 15:00:00,0
2001,18.95,6.97,12.96,6.23,45.56,0,100.31,2.58,322.64,4.92,322.62,Prayagraj,2001-01-02 16:00:00,0
2001,16.54,6.76,11.65,6.1,52.25,0,100.36,2.87,332.81,5.31,332.87,Prayagraj,2001-01-02 17:00:00,0
2001,15.63,6.88,11.26,6.16,55.81,0,100.44,2.9,342.74,5.39,342.62,Prayagraj,2001-01-02 18:00:00,0
2001,14.77,6.99,10.88,6.23,59.5,0,100.49,2.86,350.9,5.27,350.87,Prayagraj,2001-01-02 19:00:00,0
2001,13.98,7.09,10.53,6.23,63.06,0,100.51,2.75,355.28,4.9,355.34,Prayagraj,2001-01-02 20:00:00,0
2001,13.33,7.19,10.26,6.29,66.19,0,100.53,2.55,353.66,4.29,353.63,Prayagraj,2001-01-02 21:00:00,0
2001,12.9,7.27,10.08,6.35,68.5,0,100.53,2.32,345.54,3.73,345.59,Prayagraj,2001-01-02 22:00:00,0
2001,12.48,7.33,9.9,6.35,70.69,0,100.51,2.19,335.81,3.47,335.68,Prayagraj,2001-01-02 23:00:00,0
2001,11.94,7.38,9.65,6.41,73.5,0,100.48,2.19,329.32,3.46,329.21,Prayagraj,2001-01-03 00:00:00,0
2001,11.4,7.44,9.41,6.41,76.44,0,100.44,2.19,327.22,3.47,327.13,Prayagraj,2001-01-03 01:00:00,0
2001,11.09,7.48,9.29,6.41,78.25,0,100.41,2.03,326.31,3.14,326.35,Prayagraj,2001-01-03 02:00:00,0
2001,10.99,7.51,9.26,6.47,79,0,100.4,1.68,320.09,2.52,320.29,Prayagraj,2001-01-03 03:00:00,0
2001,10.87,7.55,9.21,6.47,79.75,0,100.44,1.36,299.95,1.96,300.65,Prayagraj,2001-01-03 04:00:00,0
2001,10.33,7.55,8.94,6.47,82.75,0,100.54,1.35,268.68,1.95,269.31,Prayagraj,2001-01-03 05:00:00,0
2001,9.76,7.54,8.65,6.47,85.94,0,100.63,1.69,245.1,2.59,245.06,Prayagraj,2001-01-03 06:00:00,0
2001,12.62,7.49,10.05,6.41,70.81,0,100.71,2.51,234.38,2.96,234.55,Prayagraj,2001-01-03 07:00:00,0
2001,16.23,7.33,11.78,6.35,55.5,0,100.77,2.14,239.32,2.27,244.05,Prayagraj,2001-01-03 08:00:00,0
2001,20.43,6.76,13.59,6.1,41,0,100.78,2.24,281.04,2.59,282.02,Prayagraj,2001-01-03 09:00:00,0
2001,22.18,6.21,14.19,5.86,35.44,0,100.74,2.99,290.66,3.4,289.6,Prayagraj,2001-01-03 10:00:00,0
2001,23.18,5.57,14.37,5.62,31.88,0,100.64,3.39,294.2,3.84,292.71,Prayagraj,2001-01-03 11:00:00,0
2001,23.89,4.94,14.41,5.37,29.25,0,100.53,3.63,298.28,4.11,296.66,Prayagraj,2001-01-03 12:00:00,0
2001,24.11,4.4,14.26,5.19,27.81,0,100.44,3.8,302.84,4.32,301.16,Prayagraj,2001-01-03 13:00:00,0
2001,23.71,3.99,13.85,5.07,27.69,0,100.39,4.01,305.24,4.61,303.74,Prayagraj,2001-01-03 14:00:00,0
2001,22.55,3.78,13.17,4.94,29.25,0,100.39,3.94,306.37,4.96,305.44,Prayagraj,2001-01-03 15:00:00,0
2001,18.36,4.4,11.38,5.19,39.56,0,100.4,2.68,310.86,5.09,310.64,Prayagraj,2001-01-03 16:00:00,0
2001,15.87,3.84,9.86,5,44.56,0,100.44,2.88,316.87,5.04,316.88,Prayagraj,2001-01-03 17:00:00,0
2001,15,3.58,9.3,4.88,46.25,0,100.48,2.8,323.16,4.77,323.19,Prayagraj,2001-01-03 18:00:00,0
2001,14.3,3.42,8.86,4.82,47.81,0,100.51,2.67,328.86,4.43,328.86,Prayagraj,2001-01-03 19:00:00,0
2001,13.78,3.3,8.54,4.82,49.06,0,100.51,2.54,331.94,4.08,331.91,Prayagraj,2001-01-03 20:00:00,0
2001,13.43,3.18,8.3,4.76,49.75,0,100.5,2.39,331.67,3.74,331.56,Prayagraj,2001-01-03 21:00:00,0
2001,13.05,3.06,8.05,4.7,50.62,0,100.46,2.27,326.09,3.5,326.03,Prayagraj,2001-01-03 22:00:00,0
2001,12.48,2.97,7.73,4.7,52.19,0,100.44,2.22,316.71,3.42,316.67,Prayagraj,2001-01-03 23:00:00,0
2001,11.72,2.91,7.31,4.7,54.62,0,100.41,2.28,306.2,3.54,306.29,Prayagraj,2001-01-04 00:00:00,0
2001,10.76,2.88,6.82,4.64,58.06,0,100.38,2.4,297.48,3.83,297.61,Prayagraj,2001-01-04 01:00:00,0
2001,9.77,2.87,6.32,4.64,62,0,100.36,2.54,290,4.17,290.17,Prayagraj,2001-01-04 02:00:00,0
2001,8.94,2.88,5.91,4.64,65.56,0,100.37,2.62,283.08,4.46,283.28,Prayagraj,2001-01-04 03:00:00,0
2001,8.26,2.88,5.57,4.64,68.75,0,100.42,2.68,276.86,4.69,276.98,Prayagraj,2001-01-04 04:00:00,0
2001,7.69,2.87,5.28,4.64,71.38,0,100.51,2.75,271.14,4.99,271.17,Prayagraj,2001-01-04 05:00:00,0
2001,7.76,2.84,5.3,4.64,70.88,0,100.61,2.72,265.71,5.45,265.64,Prayagraj,2001-01-04 06:00:00,0
2001,10.95,2.8,6.87,4.64,57,0,100.71,3.94,261.56,4.94,261.91,Prayagraj,2001-01-04 07:00:00,0
2001,14.01,2.75,8.37,4.58,46.5,0,100.78,3.19,260.12,3.49,261.89,Prayagraj,2001-01-04 08:00:00,0
2001,18.52,2.58,10.55,4.52,34.44,0,100.8,3.34,281.18,3.99,283.14,Prayagraj,2001-01-04 09:00:00,0
2001,21.17,2.3,11.73,4.46,28.62,0,100.75,4.13,292.73,4.76,292.27,Prayagraj,2001-01-04 10:00:00,0
2001,22.34,2.08,12.22,4.39,26.25,0,100.66,4.47,296.83,5.12,296.06,Prayagraj,2001-01-04 11:00:00,0
2001,23.07,1.93,12.5,4.33,24.88,0,100.57,4.72,299.53,5.44,298.77,Prayagraj,2001-01-04 12:00:00,0
2001,23.31,1.83,12.57,4.33,24.31,0,100.5,4.83,302.12,5.61,301.32,Prayagraj,2001-01-04 13:00:00,0
2001,22.96,1.78,12.37,4.33,24.75,0,100.45,4.72,303.8,5.55,303.04,Prayagraj,2001-01-04 14:00:00,0
2001,21.87,1.88,11.88,4.33,26.62,0,100.45,4.22,304.51,5.4,303.92,Prayagraj,2001-01-04 15:00:00,0
2001,17.55,2.78,10.16,4.64,37.19,0,100.47,2.76,305.31,5.25,305.3,Prayagraj,2001-01-04 16:00:00,0
2001,15.05,2.4,8.73,4.52,42.44,0,100.51,2.94,304.49,5.05,304.48,Prayagraj,2001-01-04 17:00:00,0
2001,14.19,2.27,8.23,4.46,44.44,0,100.58,2.95,301.8,5.04,301.77,Prayagraj,2001-01-04 18:00:00,0
2001,13.4,2.15,7.78,4.39,46.31,0,100.6,2.94,303.31,5.02,303.39,Prayagraj,2001-01-04 19:00:00,0
2001,12.62,2.02,7.32,4.39,48.31,0,100.59,2.99,305.43,5.13,305.46,Prayagraj,2001-01-04 20:00:00,0
2001,11.86,1.86,6.86,4.33,50.19,0,100.58,3.07,305.47,5.36,305.57,Prayagraj,2001-01-04 21:00:00,0
2001,11.15,1.63,6.39,4.27,51.75,0,100.55,3.14,304.16,5.63,304.2,Prayagraj,2001-01-04 22:00:00,0
2001,10.48,1.37,5.92,4.15,53.12,0,100.51,3.19,302.79,5.81,302.92,Prayagraj,2001-01-04 23:00:00,0
2001,9.82,1.08,5.44,4.09,54.38,0,100.5,3.2,301.71,5.93,301.87,Prayagraj,2001-01-05 00:00:00,0
2001,9.19,0.76,4.98,4.03,55.44,0,100.5,3.21,299.74,6.1,299.98,Prayagraj,2001-01-05 01:00:00,0
2001,8.6,0.4,4.5,3.91,56.25,0,100.51,3.19,296.13,6.18,296.5,Prayagraj,2001-01-05 02:00:00,0
2001,7.98,0.06,4.02,3.78,57.25,0,100.53,3.15,291.41,6.13,291.76,Prayagraj,2001-01-05 03:00:00,0
2001,7.36,-0.22,3.57,3.72,58.5,0,100.55,3.07,286.13,5.99,286.68,Prayagraj,2001-01-05 04:00:00,0
2001,6.74,-0.42,3.16,3.66,60.12,0,100.59,2.98,280.1,5.76,280.7,Prayagraj,2001-01-05 05:00:00,0
2001,6.83,-0.55,3.14,3.6,59.19,0,100.64,2.8,274.33,5.7,274.87,Prayagraj,2001-01-05 06:00:00,0
2001,10.19,-0.6,4.8,3.6,46.94,0,100.69,3.8,266.7,4.63,267.58,Prayagraj,2001-01-05 07:00:00,0
2001,13.39,-0.49,6.45,3.66,38.31,0,100.75,2.95,252.72,3.24,256.03,Prayagraj,2001-01-05 08:00:00,0
2001,18.92,-0.27,9.33,3.72,27.38,0,100.77,3.53,279.3,4.2,281.92,Prayagraj,2001-01-05 09:00:00,0
2001,21.12,-0.53,10.3,3.66,23.44,0,100.72,3.48,285.63,3.96,285.68,Prayagraj,2001-01-05 10:00:00,0
2001,22.38,-1.05,10.67,3.48,20.88,0,100.61,3.31,288.31,3.74,288.25,Prayagraj,2001-01-05 11:00:00,0
2001,23.28,-1.52,10.88,3.36,19.06,0,100.51,3.27,291.29,3.71,290.99,Prayagraj,2001-01-05 12:00:00,0
2001,23.66,-1.95,10.86,3.3,18.06,0,100.44,3.28,295.4,3.73,295.01,Prayagraj,2001-01-05 13:00:00,0
2001,23.34,-2.23,10.55,3.23,18,0,100.4,3.3,298.57,3.8,297.99,Prayagraj,2001-01-05 14:00:00,0
2001,22.06,-2.04,10.01,3.23,19.75,0,100.39,2.8,300.14,3.73,299.63,Prayagraj,2001-01-05 15:00:00,0
2001,17.71,0.02,8.87,3.78,30.19,0,100.41,2.17,301.28,3.55,301.14,Prayagraj,2001-01-05 16:00:00,0
2001,16.26,-1.17,7.55,3.48,30.31,0,100.45,2.09,302.03,3.12,302.02,Prayagraj,2001-01-05 17:00:00,0
2001,15.7,-1.45,7.12,3.42,30.75,0,100.52,1.95,303.88,2.86,303.73,Prayagraj,2001-01-05 18:00:00,0
2001,15.05,-1.65,6.7,3.36,31.56,0,100.59,1.86,305.76,2.7,305.71,Prayagraj,2001-01-05 19:00:00,0
2001,14.44,-1.85,6.29,3.3,32.38,0,100.62,1.8,306.17,2.6,306.08,Prayagraj,2001-01-05 20:00:00,0
2001,13.98,-2.06,5.96,3.23,32.81,0,100.64,1.73,305.06,2.47,305.1,Prayagraj,2001-01-05 21:00:00,0
2001,13.53,-2.2,5.67,3.23,33.44,0,100.62,1.68,305.17,2.4,305.19,Prayagraj,2001-01-05 22:00:00,0
2001,13,-2.31,5.34,3.17,34.31,0,100.6,1.61,306.31,2.29,306.67,Prayagraj,2001-01-05 23:00:00,0
2001,12.6,-2.4,5.1,3.17,35,0,100.58,1.29,305.13,1.82,305.94,Prayagraj,2001-01-06 00:00:00,0
2001,12.99,-2.47,5.26,3.17,33.94,0,100.55,0.94,291.89,1.25,293.2,Prayagraj,2001-01-06 01:00:00,0
2001,12.44,-2.52,4.96,3.11,35.06,0,100.53,0.76,253.97,0.99,255.85,Prayagraj,2001-01-06 02:00:00,0
2001,11.27,-2.52,4.37,3.11,37.81,0,100.53,1.07,223.52,1.44,223.9,Prayagraj,2001-01-06 03:00:00,0
2001,9.69,-2.52,3.58,3.11,42,0,100.58,1.63,217.59,2.32,217.6,Prayagraj,2001-01-06 04:00:00,0
2001,8.24,-2.54,2.85,3.11,46.31,0,100.69,2.18,223.55,3.25,223.54,Prayagraj,2001-01-06 05:00:00,0
2001,7.5,-2.6,2.44,3.11,48.44,0,100.78,2.44,223.7,3.85,223.52,Prayagraj,2001-01-06 06:00:00,0
2001,11.18,-2.46,4.36,3.11,38.25,0,100.84,2.76,217.87,3.96,218.02,Prayagraj,2001-01-06 07:00:00,0
2001,14.46,-2.53,5.96,3.11,30.69,0,100.88,2.43,211.34,2.54,211.69,Prayagraj,2001-01-06 08:00:00,0
2001,19.33,-2.87,8.23,3.05,21.94,0,100.86,0.99,198.86,1,202.55,Prayagraj,2001-01-06 09:00:00,0
2001,21.51,-3.24,9.13,2.93,18.62,0,100.77,0.56,213.69,0.69,216.22,Prayagraj,2001-01-06 10:00:00,0
2001,22.58,-3.71,9.43,2.87,16.81,0,100.67,0.56,272.39,0.69,264.16,Prayagraj,2001-01-06 11:00:00,0
2001,23.33,-4.18,9.58,2.75,15.5,0,100.55,0.95,306.3,1.05,298.1,Prayagraj,2001-01-06 12:00:00,0
2001,23.58,-4.59,9.5,2.69,14.75,0,100.43,0.76,321.25,0.8,309.45,Prayagraj,2001-01-06 13:00:00,0
2001,23.21,-4.92,9.15,2.62,14.69,0,100.36,0.73,333.16,0.71,322.13,Prayagraj,2001-01-06 14:00:00,0
2001,21.8,-2.79,9.51,3.11,19.31,0,100.33,0.85,357.37,1.11,356.37,Prayagraj,2001-01-06 15:00:00,0
2001,18.07,-2.24,7.91,3.23,25,0,100.37,1.82,12.42,2.73,12.56,Prayagraj,2001-01-06 16:00:00,0
2001,15.04,-3.23,5.9,2.99,28,0,100.44,2.66,19.39,4.24,19.47,Prayagraj,2001-01-06 17:00:00,0
2001,13.4,-3.46,4.97,2.93,30.56,0,100.52,3.15,24.02,5.43,24.13,Prayagraj,2001-01-06 18:00:00,0
2001,12.37,-3.52,4.43,2.93,32.56,0,100.55,3.3,32.03,5.94,32.1,Prayagraj,2001-01-06 19:00:00,0
2001,11.52,-3.39,4.06,2.93,34.81,0,100.56,3.19,40.63,5.63,40.61,Prayagraj,2001-01-06 20:00:00,0
2001,10.84,-3.26,3.79,2.99,36.75,0,100.54,3,53.37,5.07,53.2,Prayagraj,2001-01-06 21:00:00,0
2001,10.33,-3.21,3.55,2.99,38.19,0,100.48,2.76,71.67,4.49,71.63,Prayagraj,2001-01-06 22:00:00,0
2001,9.82,-3.17,3.33,2.99,39.62,0,100.44,2.59,93.8,4.12,93.7,Prayagraj,2001-01-06 23:00:00,0
2001,9.12,-3.12,3,2.99,41.75,0,100.42,2.56,118.83,4.07,118.78,Prayagraj,2001-01-07 00:00:00,0
2001,8.23,-3.06,2.58,2.99,44.5,0,100.39,2.68,139.25,4.38,139.2,Prayagraj,2001-01-07 01:00:00,0
2001,7.48,-3.07,2.21,2.99,46.81,0,100.37,2.75,155.18,4.58,154.97,Prayagraj,2001-01-07 02:00:00,0
2001,6.98,-3.18,1.9,2.99,48,0,100.38,2.73,167.95,4.53,167.64,Prayagraj,2001-01-07 03:00:00,0
2001,6.62,-3.31,1.65,2.93,48.75,0,100.4,2.69,176.17,4.42,176.04,Prayagraj,2001-01-07 04:00:00,0
2001,6.46,-3.41,1.52,2.93,48.88,0,100.45,2.63,180.85,4.27,180.73,Prayagraj,2001-01-07 05:00:00,0
2001,6.86,-3.48,1.69,2.93,47.31,0,100.51,2.46,188.77,3.94,188.66,Prayagraj,2001-01-07 06:00:00,0
2001,10.67,-3.26,3.7,2.93,37.19,0,100.59,2.28,198.99,3.32,198.26,Prayagraj,2001-01-07 07:00:00,0
2001,13.8,-3.32,5.23,2.93,30.12,0,100.65,1.77,204.3,1.87,203.36,Prayagraj,2001-01-07 08:00:00,0
2001,18.42,-3.95,7.23,2.81,21.38,0,100.65,0.51,149.93,0.53,139.21,Prayagraj,2001-01-07 09:00:00,0
2001,21.74,-4.9,8.42,2.62,16.12,0,100.57,0.72,346.12,0.78,335.22,Prayagraj,2001-01-07 10:00:00,0
2001,23.05,-5,9.02,2.56,14.75,0,100.46,1.87,325.58,2.02,321.13,Prayagraj,2001-01-07 11:00:00,0
2001,23.69,-4.92,9.38,2.62,14.25,0,100.34,2.42,326.88,2.6,323.3,Prayagraj,2001-01-07 12:00:00,0
2001,23.8,-4.82,9.49,2.62,14.31,0,100.22,2.38,332.26,2.55,328.8,Prayagraj,2001-01-07 13:00:00,0
2001,23.37,-4.67,9.35,2.69,14.88,0,100.16,2.21,333.98,2.4,330.93,Prayagraj,2001-01-07 14:00:00,0
2001,21.42,-1.5,9.96,3.42,21.62,0,100.13,1.63,340.35,2.73,340.11,Prayagraj,2001-01-07 15:00:00,0
2001,17.56,-1.8,7.88,3.36,26.62,0,100.15,2.27,355.86,3.59,355.75,Prayagraj,2001-01-07 16:00:00,0
2001,15.38,-2.74,6.32,3.11,28.44,0,100.18,2.67,8.91,4.28,9.03,Prayagraj,2001-01-07 17:00:00,0
2001,14.14,-2.82,5.65,3.05,30.62,0,100.26,2.9,17.07,4.81,17.08,Prayagraj,2001-01-07 18:00:00,0
2001,13.25,-2.82,5.21,3.05,32.44,0,100.32,2.97,24.54,5.02,24.57,Prayagraj,2001-01-07 19:00:00,0
2001,12.51,-2.77,4.87,3.11,34.19,0,100.33,2.96,33.82,5.01,33.74,Prayagraj,2001-01-07 20:00:00,0
2001,11.92,-2.68,4.62,3.11,35.81,0,100.3,2.87,43.46,4.8,43.42,Prayagraj,2001-01-07 21:00:00,0
2001,11.42,-2.62,4.4,3.11,37.19,0,100.25,2.73,54.21,4.46,54.28,Prayagraj,2001-01-07 22:00:00,0
2001,11.02,-2.52,4.25,3.17,38.44,0,100.2,2.54,66.04,4.06,66.15,Prayagraj,2001-01-07 23:00:00,0
2001,10.51,-2.45,4.04,3.17,40,0,100.16,2.43,82.99,3.86,83.13,Prayagraj,2001-01-08 00:00:00,0
2001,9.94,-2.35,3.79,3.17,41.88,0,100.14,2.35,102.47,3.74,102.44,Prayagraj,2001-01-08 01:00:00,0
2001,9.44,-2.27,3.58,3.23,43.56,0,100.13,2.22,118.1,3.47,117.78,Prayagraj,2001-01-08 02:00:00,0
2001,9.36,-2.24,3.56,3.23,43.94,0,100.16,1.94,124.97,2.87,123,Prayagraj,2001-01-08 03:00:00,0
2001,9.26,-2.24,3.51,3.23,44.25,0,100.19,1.78,123.55,2.58,122.15,Prayagraj,2001-01-08 04:00:00,0
2001,8.98,-2.25,3.37,3.23,45,0,100.25,1.79,125.22,2.59,124.17,Prayagraj,2001-01-08 05:00:00,0
2001,8.98,-2.27,3.36,3.17,44.94,0,100.31,1.75,130.1,2.54,129.02,Prayagraj,2001-01-08 06:00:00,0
2001,11.42,-2.04,4.69,3.23,38.88,0,100.36,1.74,142.46,2.44,140.85,Prayagraj,2001-01-08 07:00:00,0
2001,14.24,-2.14,6.05,3.23,32.06,0,100.41,1.82,153,1.93,152.3,Prayagraj,2001-01-08 08:00:00,0
2001,19.15,-2.92,8.12,3.05,22.06,0,100.44,0.9,149.89,0.82,151,Prayagraj,2001-01-08 09:00:00,0
2001,22.59,-3.34,9.62,2.93,17.31,0,100.4,0.46,237.38,0.68,239.6,Prayagraj,2001-01-08 10:00:00,0
2001,23.85,-3.13,10.36,2.99,16.31,0,100.3,1.06,274.66,1.29,267.22,Prayagraj,2001-01-08 11:00:00,0
2001,24.58,-2.95,10.81,3.05,15.81,0,100.2,1.49,293.75,1.7,285.44,Prayagraj,2001-01-08 12:00:00,0
2001,24.82,-2.77,11.02,3.11,15.81,0,100.11,1.86,313.3,2.01,306.16,Prayagraj,2001-01-08 13:00:00,0
2001,24.44,-2.62,10.9,3.11,16.38,0,100.07,2.28,330.18,2.49,325.86,Prayagraj,2001-01-08 14:00:00,0
2001,22.04,-0.33,10.85,3.72,22.56,0,100.05,2,349.22,3.79,349.66,Prayagraj,2001-01-08 15:00:00,0
2001,17.8,-1.06,8.37,3.54,27.69,0,100.08,3.04,6.05,5.63,5.97,Prayagraj,2001-01-08 16:00:00,0
2001,15.79,-1.77,7.01,3.36,29.81,0,100.13,3.45,15.52,6.67,15.48,Prayagraj,2001-01-08 17:00:00,0
2001,14.88,-1.91,6.48,3.3,31.31,0,100.2,3.48,21.61,7.1,21.49,Prayagraj,2001-01-08 18:00:00,0
2001,13.95,-1.95,6.01,3.3,33.12,0,100.27,3.43,25.51,7.13,25.36,Prayagraj,2001-01-08 19:00:00,0
2001,13.01,-1.96,5.52,3.3,35.19,0,100.3,3.34,28.55,6.85,28.32,Prayagraj,2001-01-08 20:00:00,0
2001,12.12,-2.01,5.05,3.3,37.19,0,100.32,3.23,30.96,6.39,30.8,Prayagraj,2001-01-08 21:00:00,0
2001,11.32,-2.12,4.6,3.23,38.88,0,100.31,3.11,33.21,5.84,33.16,Prayagraj,2001-01-08 22:00:00,0
2001,10.62,-2.24,4.19,3.23,40.38,0,100.29,2.91,35.7,5.13,35.58,Prayagraj,2001-01-08 23:00:00,0
2001,10.18,-2.33,3.93,3.17,41.31,0,100.29,2.56,39.67,4.21,39.51,Prayagraj,2001-01-09 00:00:00,0
2001,10.26,-2.31,3.98,3.17,41.06,0,100.28,1.99,42.77,3.04,42.29,Prayagraj,2001-01-09 01:00:00,0
2001,10.5,-2.2,4.15,3.23,40.81,0,100.29,1.19,35.89,1.71,34.78,Prayagraj,2001-01-09 02:00:00,0
2001,10.41,-2.01,4.2,3.3,41.62,0,100.31,0.62,334.72,0.86,335.77,Prayagraj,2001-01-09 03:00:00,0
2001,8.98,-1.81,3.58,3.3,46.56,0,100.37,1.2,281.31,1.7,282.19,Prayagraj,2001-01-09 04:00:00,0
2001,7.48,-1.64,2.92,3.36,52.19,0,100.44,1.9,272.83,2.88,272.96,Prayagraj,2001-01-09 05:00:00,0
2001,6.65,-1.56,2.55,3.36,55.56,0,100.52,2.34,273.64,3.97,273.61,Prayagraj,2001-01-09 06:00:00,0
2001,9.56,-1.56,4.01,3.36,45.62,0,100.6,3.16,275.53,4.29,275.43,Prayagraj,2001-01-09 07:00:00,0
2001,12.23,-1.65,5.29,3.36,37.94,0,100.66,2.92,273.83,3.17,274.66,Prayagraj,2001-01-09 08:00:00,0
2001,16.2,-2.31,6.94,3.17,27.88,0,100.69,2.53,279.96,2.83,282.58,Prayagraj,2001-01-09 09:00:00,0
2001,20.55,-3.4,8.58,2.93,19.5,0,100.64,2.95,298.67,3.39,298.93,Prayagraj,2001-01-09 10:00:00,0
2001,22.56,-3.6,9.48,2.87,17,0,100.54,3.41,300.09,3.93,299.42,Prayagraj,2001-01-09 11:00:00,0
2001,23.56,-3.5,10.03,2.93,16.12,0,100.43,3.68,297.44,4.23,296.66,Prayagraj,2001-01-09 12:00:00,0
2001,23.86,-3.76,10.05,2.87,15.5,0,100.34,3.78,294.13,4.37,293.36,Prayagraj,2001-01-09 13:00:00,0
