YEAR,T2M,T2MDEW,T2MWET,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WD10M,WS50M,WD50M,Location,timestamp,lightning
2007,27.03,9.52,18.27,7.39,33.25,0,100.23,1.6,352.42,1.63,351.17,Prayagraj,2007-11-27 13:00:00,0
2007,26.68,9.3,17.99,7.26,33.38,0,100.18,1.91,343.12,2.01,341.21,Prayagraj,2007-11-27 14:00:00,0
2007,25.58,9.69,17.63,7.51,36.69,0,100.17,1.92,336.46,2.45,335.56,Prayagraj,2007-11-27 15:00:00,0
2007,22.12,11.25,16.69,8.3,50.06,0,100.22,1.94,339.23,3.25,339.17,Prayagraj,2007-11-27 16:00:00,0
2007,19.98,9.99,14.98,7.63,52.5,0,100.29,2.36,345.23,3.81,345.39,Prayagraj,2007-11-27 17:00:00,0
2007,19.03,9.62,14.33,7.45,54.31,0,100.36,2.41,353.31,3.93,353.38,Prayagraj,2007-11-27 18:00:00,0
2007,18.41,9.29,13.85,7.26,55.19,0,100.41,2.27,3.75,3.61,3.85,Prayagraj,2007-11-27 19:00:00,0
2007,18.08,8.98,13.54,7.14,55.19,0,100.42,1.99,19.71,3.05,19.46,Prayagraj,2007-11-27 20:00:00,0
2007,17.73,8.88,13.31,7.08,56,0,100.39,1.74,45.18,2.58,45.12,Prayagraj,2007-11-27 21:00:00,0
2007,16.99,8.93,12.96,7.08,58.88,0,100.34,1.74,78.59,2.56,78.38,Prayagraj,2007-11-27 22:00:00,0
2007,15.84,9.14,12.49,7.2,64.25,0,100.27,1.94,108.58,2.94,108.58,Prayagraj,2007-11-27 23:00:00,0
2007,14.69,9.45,12.07,7.39,70.75,0,100.23,2.17,132.52,3.42,132.5,Prayagraj,2007-11-28 00:00:00,0
2007,13.79,9.85,11.82,7.57,77,0,100.19,2.33,152.4,3.78,152.43,Prayagraj,2007-11-28 01:00:00,0
2007,13.19,10.18,11.68,7.75,81.88,0,100.16,2.38,169.21,3.91,169.16,Prayagraj,2007-11-28 02:00:00,0
2007,12.79,10.34,11.56,7.81,84.94,0,100.16,2.36,186.47,3.85,186.29,Prayagraj,2007-11-28 03:00:00,0
2007,12.46,10.35,11.4,7.81,86.88,0,100.2,2.37,205.21,3.86,205.16,Prayagraj,2007-11-28 04:00:00,0
2007,12.14,10.23,11.19,7.75,87.94,0,100.28,2.42,222.91,3.97,222.85,Prayagraj,2007-11-28 05:00:00,0
2007,12.31,10.02,11.17,7.63,85.75,0,100.37,2.42,236.88,4.21,236.9,Prayagraj,2007-11-28 06:00:00,0
2007,15.5,9.85,12.67,7.57,68.94,0,100.44,2.97,248.09,3.89,247.66,Prayagraj,2007-11-28 07:00:00,0
2007,18.03,9.87,13.95,7.57,58.75,0,100.48,2.53,254.76,2.71,253.44,Prayagraj,2007-11-28 08:00:00,0
2007,22.51,9.66,16.08,7.45,43.94,0,100.47,1.81,257.04,1.96,257.57,Prayagraj,2007-11-28 09:00:00,0
2007,24.99,8.68,16.83,6.96,35.44,0,100.41,1.78,289.47,1.99,288.58,Prayagraj,2007-11-28 10:00:00,0
2007,26.18,8.12,17.15,6.71,31.75,0,100.29,2.15,305.83,2.38,303.9,Prayagraj,2007-11-28 11:00:00,0
2007,26.87,7.74,17.3,6.59,29.69,0,100.16,2.47,311.8,2.75,309.58,Prayagraj,2007-11-28 12:00:00,0
2007,27.07,7.4,17.24,6.41,28.75,0,100.08,2.77,313.74,3.1,311.73,Prayagraj,2007-11-28 13:00:00,0
2007,26.65,7.2,16.93,6.35,29.06,0,100.03,3.03,316.15,3.46,314.27,Prayagraj,2007-11-28 14:00:00,0
2007,25.05,9.15,17.1,7.26,36.56,0,100.02,2.23,320.68,3.82,320.9,Prayagraj,2007-11-28 15:00:00,0
2007,21.27,9.84,15.56,7.57,48,0,100.06,2.46,331.72,4.29,331.52,Prayagraj,2007-11-28 16:00:00,0
2007,19.49,8.83,14.16,7.08,50.06,0,100.14,2.67,342.1,4.44,341.98,Prayagraj,2007-11-28 17:00:00,0
2007,18.94,8.67,13.81,7.02,51.19,0,100.23,2.6,352.58,4.3,352.27,Prayagraj,2007-11-28 18:00:00,0
2007,18.5,8.53,13.51,6.9,52.12,0,100.29,2.43,5.34,3.91,4.93,Prayagraj,2007-11-28 19:00:00,0
2007,18.03,8.26,13.15,6.77,52.75,0,100.32,2.23,21.35,3.44,20.91,Prayagraj,2007-11-28 20:00:00,0
2007,17.75,8.13,12.94,6.71,53.19,0,100.33,1.99,40.87,2.97,40.73,Prayagraj,2007-11-28 21:00:00,0
2007,17.4,8.23,12.81,6.77,54.75,0,100.3,1.81,65.21,2.64,65.18,Prayagraj,2007-11-28 22:00:00,0
2007,16.86,8.37,12.62,6.84,57.19,0,100.25,1.75,91.79,2.55,91.41,Prayagraj,2007-11-28 23:00:00,0
2007,16.02,8.51,12.26,6.9,60.88,0,100.2,1.88,115.07,2.76,114.61,Prayagraj,2007-11-29 00:00:00,0
2007,15.01,8.62,11.82,6.96,65.5,0,100.14,2.13,133.07,3.22,132.94,Prayagraj,2007-11-29 01:00:00,0
2007,14.37,8.76,11.56,7.02,68.88,0,100.12,2.33,150.42,3.71,150.36,Prayagraj,2007-11-29 02:00:00,0
2007,13.57,8.73,11.15,7.02,72.44,0,100.13,2.51,166.14,4.11,166.04,Prayagraj,2007-11-29 03:00:00,0
2007,12.77,8.61,10.69,6.96,75.62,0,100.17,2.67,174.79,4.44,174.85,Prayagraj,2007-11-29 04:00:00,0
2007,12.74,8.42,10.58,6.9,74.81,0,100.22,2.82,176.82,5.06,176.73,Prayagraj,2007-11-29 05:00:00,0
2007,13.28,8.22,10.75,6.77,71.25,0,100.32,2.77,185.5,5.56,185.81,Prayagraj,2007-11-29 06:00:00,0
2007,16.16,8.15,12.15,6.71,58.88,0,100.42,3.49,194.78,5.24,194.68,Prayagraj,2007-11-29 07:00:00,0
2007,18.76,8.17,13.47,6.71,50.06,0,100.47,3.16,191.7,3.46,191.72,Prayagraj,2007-11-29 08:00:00,0
2007,22.73,7.65,15.19,6.53,37.94,0,100.5,2.3,181.56,2.58,178.61,Prayagraj,2007-11-29 09:00:00,0
2007,26.19,5.43,15.81,5.55,26.38,0,100.46,1.58,163,1.65,164.05,Prayagraj,2007-11-29 10:00:00,0
2007,27.19,4.56,15.87,5.25,23.44,0,100.39,0.6,151.45,0.64,159.36,Prayagraj,2007-11-29 11:00:00,0
2007,27.87,4.06,15.97,5.07,21.75,0,100.31,0.31,20.73,0.24,5.53,Prayagraj,2007-11-29 12:00:00,0
2007,28.02,3.52,15.77,4.88,20.75,0,100.23,0.99,2.7,0.99,357.73,Prayagraj,2007-11-29 13:00:00,0
2007,27.34,3.69,15.51,4.94,21.88,0,100.19,1.62,7.78,1.78,6.28,Prayagraj,2007-11-29 14:00:00,0
2007,25.32,8.76,17.04,7.08,35.25,0,100.19,1.65,18.26,3.1,18.21,Prayagraj,2007-11-29 15:00:00,0
2007,21.33,7.8,14.57,6.59,41.69,0,100.22,2.69,30.96,4.63,30.9,Prayagraj,2007-11-29 16:00:00,0
2007,19.13,6.72,12.92,6.1,44.31,0,100.28,3.22,43.72,5.75,43.73,Prayagraj,2007-11-29 17:00:00,0
2007,18.17,6.73,12.45,6.1,47.06,0,100.36,3.36,54.17,6.39,54.25,Prayagraj,2007-11-29 18:00:00,0
2007,17.38,7.08,12.23,6.23,50.69,0,100.41,3.35,65.29,6.64,65.24,Prayagraj,2007-11-29 19:00:00,0
2007,16.83,7.78,12.3,6.59,55.06,0,100.46,3.2,76.58,6.55,76.41,Prayagraj,2007-11-29 20:00:00,0
2007,16.21,8.69,12.45,6.96,60.94,0,100.49,3.03,86.01,6.23,85.9,Prayagraj,2007-11-29 21:00:00,0
2007,15.58,9.68,12.63,7.45,67.81,0,100.49,2.88,92.96,5.91,92.73,Prayagraj,2007-11-29 22:00:00,0
2007,14.96,10.61,12.78,7.93,75.12,0,100.48,2.77,97.47,5.59,97.22,Prayagraj,2007-11-29 23:00:00,0
2007,14.31,11.34,12.83,8.36,82.25,0,100.47,2.72,101.08,5.39,100.85,Prayagraj,2007-11-30 00:00:00,0
2007,13.76,11.84,12.8,8.61,88.12,0,100.46,2.71,104.68,5.42,104.26,Prayagraj,2007-11-30 01:00:00,0
2007,13.37,12.08,12.73,8.79,91.69,0,100.45,2.73,109.42,5.6,109.04,Prayagraj,2007-11-30 02:00:00,0
2007,13.09,12.03,12.56,8.73,93.19,0,100.45,2.72,115.68,5.7,115.41,Prayagraj,2007-11-30 03:00:00,0
2007,12.66,11.8,12.23,8.61,94.38,0,100.48,2.77,123.15,5.76,122.7,Prayagraj,2007-11-30 04:00:00,0
2007,12.42,11.44,11.94,8.42,93.69,0,100.54,2.81,131.05,5.83,130.71,Prayagraj,2007-11-30 05:00:00,0
2007,12.8,11.01,11.9,8.18,88.75,0,100.62,2.75,139.38,5.87,138.99,Prayagraj,2007-11-30 06:00:00,0
2007,15.72,10.54,13.13,7.87,71.25,0,100.71,3.64,147.81,4.99,146.96,Prayagraj,2007-11-30 07:00:00,0
2007,18.17,10.33,14.25,7.81,60.12,0,100.77,2.87,149.73,3.17,149.33,Prayagraj,2007-11-30 08:00:00,0
2007,22.27,9.83,16.05,7.51,45.12,0,100.77,2.69,140.43,3.31,140.37,Prayagraj,2007-11-30 09:00:00,0
2007,25.77,7.9,16.84,6.59,32.12,0,100.71,2.57,135.12,2.88,136.32,Prayagraj,2007-11-30 10:00:00,0
2007,27.41,6.69,17.05,6.1,26.81,0,100.6,1.34,119.7,1.42,123.08,Prayagraj,2007-11-30 11:00:00,0
2007,28.31,5.86,17.08,5.74,24,0,100.47,0.86,52.72,0.82,52.36,Prayagraj,2007-11-30 12:00:00,0
2007,28.55,5.38,16.97,5.55,22.88,0,100.37,1.5,23.63,1.51,22.19,Prayagraj,2007-11-30 13:00:00,0
2007,28.14,5.26,16.7,5.49,23.25,0,100.31,1.94,25.23,2.04,24.41,Prayagraj,2007-11-30 14:00:00,0
2007,26.42,8.68,17.55,7.08,32.88,0,100.3,1.65,29.24,2.81,29.49,Prayagraj,2007-11-30 15:00:00,0
2007,22.44,8.97,15.71,7.14,42.19,0,100.32,2.41,35.24,4,35.21,Prayagraj,2007-11-30 16:00:00,0
2007,20.19,7.68,13.94,6.53,44.31,0,100.39,2.88,42.58,4.82,42.57,Prayagraj,2007-11-30 17:00:00,0
2007,19.16,7.43,13.3,6.41,46.44,0,100.47,2.98,52.98,5.12,52.82,Prayagraj,2007-11-30 18:00:00,0
2007,18.3,7.26,12.77,6.35,48.44,0,100.54,2.95,64.39,5.05,64.03,Prayagraj,2007-11-30 19:00:00,0
2007,17.51,7.15,12.33,6.29,50.5,0,100.58,2.81,77.32,4.73,76.93,Prayagraj,2007-11-30 20:00:00,0
2007,16.8,7.11,11.96,6.29,52.62,0,100.58,2.61,91.54,4.27,90.94,Prayagraj,2007-11-30 21:00:00,0
2007,16.26,7.1,11.68,6.23,54.44,0,100.56,2.4,105.3,3.81,104.75,Prayagraj,2007-11-30 22:00:00,0
2007,15.96,7.01,11.48,6.23,55.19,0,100.52,2.15,119.93,3.29,119.31,Prayagraj,2007-11-30 23:00:00,0
2007,16.02,6.83,11.43,6.16,54.31,0,100.49,1.77,135.72,2.56,134.88,Prayagraj,2007-12-01 00:00:00,0
2007,16.15,6.57,11.36,6.04,52.94,0,100.48,1.24,159.74,1.71,159.17,Prayagraj,2007-12-01 01:00:00,0
2007,16.25,6.3,11.28,5.92,51.62,0,100.47,0.85,199.44,1.11,199.71,Prayagraj,2007-12-01 02:00:00,0
2007,16.17,6.13,11.15,5.86,51.25,0,100.47,0.71,259.81,0.92,261.66,Prayagraj,2007-12-01 03:00:00,0
2007,15.18,6.08,10.63,5.86,54.38,0,100.5,0.87,302.11,1.21,302.87,Prayagraj,2007-12-01 04:00:00,0
2007,14.51,6.12,10.31,5.86,57,0,100.54,0.99,334.24,1.4,334.87,Prayagraj,2007-12-01 05:00:00,0
2007,14.25,6.26,10.26,5.92,58.5,0,100.61,1.06,352.41,1.52,352.91,Prayagraj,2007-12-01 06:00:00,0
2007,15.98,6.97,11.48,6.16,55,0,100.68,1.04,348.35,1.34,349.61,Prayagraj,2007-12-01 07:00:00,0
2007,18.08,6.9,12.49,6.16,47.88,0,100.74,0.76,328.93,0.81,331.21,Prayagraj,2007-12-01 08:00:00,0
2007,22.35,6.54,14.44,5.98,35.88,0,100.75,0.88,333.21,1.16,334.47,Prayagraj,2007-12-01 09:00:00,0
2007,26.1,5.3,15.69,5.49,26.31,0,100.68,1.8,319.4,2.07,316.99,Prayagraj,2007-12-01 10:00:00,0
2007,27.23,4.88,16.05,5.37,23.88,0,100.57,2.22,307.43,2.54,304.96,Prayagraj,2007-12-01 11:00:00,0
2007,27.84,4.57,16.2,5.25,22.56,0,100.45,2.54,308.38,2.88,305.84,Prayagraj,2007-12-01 12:00:00,0
2007,27.91,4.26,16.09,5.13,22,0,100.35,2.66,315.12,3,312.46,Prayagraj,2007-12-01 13:00:00,0
2007,27.37,4.1,15.74,5.07,22.44,0,100.3,2.79,320.79,3.19,318.87,Prayagraj,2007-12-01 14:00:00,0
2007,25.37,7.76,16.56,6.59,32.81,0,100.3,1.94,328.36,3.52,328.53,Prayagraj,2007-12-01 15:00:00,0
2007,21.67,7.69,14.69,6.53,40.56,0,100.33,2.36,345.64,3.9,345.6,Prayagraj,2007-12-01 16:00:00,0
2007,19.87,6.34,13.11,5.92,41.19,0,100.39,2.59,5.37,4.17,5.49,Prayagraj,2007-12-01 17:00:00,0
2007,19.11,5.96,12.54,5.8,42.12,0,100.47,2.59,20.68,4.15,20.72,Prayagraj,2007-12-01 18:00:00,0
2007,18.51,5.62,12.06,5.68,42.69,0,100.54,2.56,36.8,4.07,36.8,Prayagraj,2007-12-01 19:00:00,0
2007,17.8,5.37,11.59,5.55,43.94,0,100.58,2.58,52.99,4.12,52.93,Prayagraj,2007-12-01 20:00:00,0
2007,16.95,5.27,11.11,5.49,46,0,100.58,2.72,68.44,4.44,68.44,Prayagraj,2007-12-01 21:00:00,0
2007,16.23,5.22,10.73,5.49,48,0,100.57,2.79,84.7,4.65,84.7,Prayagraj,2007-12-01 22:00:00,0
2007,15.45,5.18,10.31,5.49,50.25,0,100.54,2.85,100.75,4.84,100.78,Prayagraj,2007-12-01 23:00:00,0
2007,14.74,5.2,9.97,5.49,52.69,0,100.5,2.91,113.26,5.11,113.31,Prayagraj,2007-12-02 00:00:00,0
2007,14.06,5.26,9.66,5.49,55.25,0,100.47,2.91,121.17,5.21,120.68,Prayagraj,2007-12-02 01:00:00,0
2007,13.55,5.38,9.47,5.55,57.62,0,100.46,2.77,126.38,4.78,125.69,Prayagraj,2007-12-02 02:00:00,0
2007,13.24,5.48,9.36,5.62,59.19,0,100.48,2.52,136.26,4.13,135.46,Prayagraj,2007-12-02 03:00:00,0
2007,13.01,5.62,9.32,5.68,60.69,0,100.53,2.44,144.63,3.93,143.91,Prayagraj,2007-12-02 04:00:00,0
2007,13.04,5.74,9.39,5.68,61.06,0,100.58,2.27,146.64,3.56,145.82,Prayagraj,2007-12-02 05:00:00,0
2007,13.25,5.9,9.57,5.74,60.88,0,100.65,2.14,149.32,3.35,148.53,Prayagraj,2007-12-02 06:00:00,0
2007,16.12,6.69,11.4,6.1,53.5,0,100.71,2.01,155.43,3.07,154.35,Prayagraj,2007-12-02 07:00:00,0
2007,18.83,6.55,12.69,6.04,44.62,0,100.75,1.95,156.41,2.11,155.91,Prayagraj,2007-12-02 08:00:00,0
2007,22.97,6.09,14.53,5.86,33.56,0,100.76,1.35,132.43,1.59,126.81,Prayagraj,2007-12-02 09:00:00,0
2007,26.65,4.4,15.53,5.19,23.94,0,100.69,1.45,85.67,1.54,85.33,Prayagraj,2007-12-02 10:00:00,0
2007,27.77,4.1,15.94,5.07,21.94,0,100.6,1.32,43.32,1.34,41.94,Prayagraj,2007-12-02 11:00:00,0
2007,28.29,4.02,16.15,5.07,21.12,0,100.49,1.76,21.66,1.81,19.37,Prayagraj,2007-12-02 12:00:00,0
2007,28.26,4.05,16.15,5.07,21.25,0,100.41,2.22,15.95,2.34,14.31,Prayagraj,2007-12-02 13:00:00,0
2007,27.74,4.19,15.97,5.13,22.12,0,100.38,2.62,15.57,2.84,14.15,Prayagraj,2007-12-02 14:00:00,0
2007,26.09,6.35,16.22,5.98,28.5,0,100.36,2.28,20.23,3.63,20.54,Prayagraj,2007-12-02 15:00:00,0
2007,21.75,7.83,14.79,6.59,40.75,0,100.37,2.69,33.04,4.96,32.91,Prayagraj,2007-12-02 16:00:00,0
2007,19.48,6.91,13.19,6.16,43.94,0,100.41,3.15,44.5,5.82,44.57,Prayagraj,2007-12-02 17:00:00,0
2007,18.52,6.78,12.65,6.1,46.19,0,100.48,3.21,56.12,6.16,56.07,Prayagraj,2007-12-02 18:00:00,0
2007,17.62,6.68,12.15,6.1,48.56,0,100.52,3.17,69.38,6.19,69.23,Prayagraj,2007-12-02 19:00:00,0
2007,16.79,6.57,11.68,6.04,50.81,0,100.56,3.11,85.11,6.08,84.91,Prayagraj,2007-12-02 20:00:00,0
2007,16.06,6.44,11.25,5.98,52.69,0,100.57,3.09,103.02,6.15,102.99,Prayagraj,2007-12-02 21:00:00,0
2007,15.44,6.38,10.91,5.98,54.69,0,100.56,3.08,117.87,6.35,117.95,Prayagraj,2007-12-02 22:00:00,0
2007,14.88,6.53,10.71,6.04,57.19,0,100.54,3.06,129.51,6.48,129.52,Prayagraj,2007-12-02 23:00:00,0
2007,14.41,6.82,10.62,6.16,60.19,0,100.51,3.06,139.97,6.63,139.93,Prayagraj,2007-12-03 00:00:00,0
2007,13.98,7.17,10.57,6.29,63.44,0,100.49,3.02,148.2,6.62,148.22,Prayagraj,2007-12-03 01:00:00,0
2007,13.51,7.36,10.43,6.35,66.25,0,100.48,2.88,154.62,6.2,154.63,Prayagraj,2007-12-03 02:00:00,0
2007,13.11,7.28,10.19,6.35,67.62,0,100.49,2.75,160.95,5.58,160.8,Prayagraj,2007-12-03 03:00:00,0
2007,12.82,7.01,9.91,6.23,67.62,0,100.54,2.63,167.32,4.92,167.24,Prayagraj,2007-12-03 04:00:00,0
2007,12.62,6.69,9.65,6.1,67.06,0,100.61,2.45,177.62,4.27,177.48,Prayagraj,2007-12-03 05:00:00,0
2007,12.94,6.48,9.72,5.98,64.75,0,100.7,2.16,194.04,3.72,193.98,Prayagraj,2007-12-03 06:00:00,0
2007,15.63,6.57,11.1,6.04,54.69,0,100.78,2.31,217.45,2.89,215.75,Prayagraj,2007-12-03 07:00:00,0
2007,17.72,6.79,12.25,6.1,48.62,0,100.84,1.58,246.73,1.66,245.24,Prayagraj,2007-12-03 08:00:00,0
2007,21.45,6.56,14.01,5.98,37.94,0,100.84,0.52,252.65,0.47,216.87,Prayagraj,2007-12-03 09:00:00,0
2007,25.3,5.62,15.47,5.62,28.19,0,100.77,0.76,124.99,1.05,131.67,Prayagraj,2007-12-03 10:00:00,0
2007,26.81,5.44,16.12,5.55,25.5,0,100.66,0.38,137.49,0.57,152.39,Prayagraj,2007-12-03 11:00:00,0
2007,27.44,5.49,16.47,5.62,24.62,0,100.55,0.55,294.38,0.59,270.75,Prayagraj,2007-12-03 12:00:00,0
2007,27.23,5.64,16.44,5.68,25.19,0,100.48,1.48,305.12,1.54,297.08,Prayagraj,2007-12-03 13:00:00,0
2007,26.77,5.88,16.33,5.74,26.31,0,100.46,2.23,305.75,2.45,301.56,Prayagraj,2007-12-03 14:00:00,0
2007,25.83,6.99,16.4,6.23,30.12,0,100.47,2.21,310.56,3.01,309.63,Prayagraj,2007-12-03 15:00:00,0
2007,22.06,8.83,15.44,7.08,42.75,0,100.49,2.16,329.64,3.71,329.39,Prayagraj,2007-12-03 16:00:00,0
2007,19.88,7.76,13.82,6.53,45.44,0,100.55,2.56,344.94,4.22,344.86,Prayagraj,2007-12-03 17:00:00,0
2007,18.88,7.59,13.23,6.47,47.81,0,100.61,2.69,358.83,4.49,358.61,Prayagraj,2007-12-03 18:00:00,0
2007,17.99,7.65,12.83,6.47,50.75,0,100.67,2.75,9.14,4.65,8.8,Prayagraj,2007-12-03 19:00:00,0
2007,17.19,7.86,12.52,6.59,54.06,0,100.71,2.74,19.16,4.62,18.83,Prayagraj,2007-12-03 20:00:00,0
2007,16.44,8.11,12.27,6.71,57.69,0,100.73,2.64,28.61,4.47,28.18,Prayagraj,2007-12-03 21:00:00,0
2007,15.64,8.44,12.04,6.84,62.06,0,100.72,2.56,38.06,4.36,37.71,Prayagraj,2007-12-03 22:00:00,0
2007,14.85,8.8,11.83,7.02,66.94,0,100.69,2.46,47.84,4.19,47.42,Prayagraj,2007-12-03 23:00:00,0
2007,14.19,9.06,11.62,7.14,71.12,0,100.67,2.24,58.97,3.73,58.71,Prayagraj,2007-12-04 00:00:00,0
2007,13.83,9.25,11.55,7.2,73.62,0,100.66,1.9,69.03,2.98,68.34,Prayagraj,2007-12-04 01:00:00,0
2007,13.73,9.32,11.52,7.26,74.5,0,100.65,1.53,72.21,2.28,70.82,Prayagraj,2007-12-04 02:00:00,0
2007,13.68,9.32,11.5,7.26,74.75,0,100.65,1.18,73.01,1.69,70.22,Prayagraj,2007-12-04 03:00:00,0
2007,13.6,9.3,11.45,7.26,75.12,0,100.67,0.81,71.39,1.14,67.83,Prayagraj,2007-12-04 04:00:00,0
2007,13.62,9.27,11.45,7.26,74.81,0,100.73,0.53,71.03,0.71,65.97,Prayagraj,2007-12-04 05:00:00,0
2007,13.75,9.24,11.5,7.2,74.06,0,100.81,0.19,101.77,0.23,93.81,Prayagraj,2007-12-04 06:00:00,0
2007,15.09,9.24,12.16,7.2,67.94,0,100.88,0.45,211.48,0.46,210.47,Prayagraj,2007-12-04 07:00:00,0
2007,18.12,9.31,13.72,7.26,56.25,0,100.94,0.55,267.55,0.61,292.62,Prayagraj,2007-12-04 08:00:00,0
2007,22.79,9.05,15.91,7.14,41.44,0,100.95,1.89,323.22,2.17,322.47,Prayagraj,2007-12-04 09:00:00,0
2007,24.68,8.62,16.65,6.9,35.94,0,100.88,2.57,312.04,2.85,310.55,Prayagraj,2007-12-04 10:00:00,0
2007,25.63,8.02,16.83,6.65,32.56,0,100.76,3.14,304.05,3.49,302.84,Prayagraj,2007-12-04 11:00:00,0
2007,26.19,7.44,16.81,6.41,30.31,0,100.63,3.66,301.66,4.09,300.68,Prayagraj,2007-12-04 12:00:00,0
2007,26.23,7,16.62,6.23,29.38,0,100.55,3.93,304.48,4.42,303.69,Prayagraj,2007-12-04 13:00:00,0
2007,25.74,6.65,16.19,6.04,29.44,0,100.5,3.95,309.3,4.52,308.75,Prayagraj,2007-12-04 14:00:00,0
2007,24.54,6.79,15.66,6.1,32,0,100.49,3.36,310.66,4.48,310.33,Prayagraj,2007-12-04 15:00:00,0
2007,20.64,8.19,14.41,6.77,44.62,0,100.53,2.49,309.28,4.59,309.27,Prayagraj,2007-12-04 16:00:00,0
2007,18.6,7.26,12.94,6.35,47.5,0,100.6,2.69,309,4.57,309.03,Prayagraj,2007-12-04 17:00:00,0
2007,18.14,6.8,12.47,6.1,47.38,0,100.68,2.45,310.6,3.93,310.72,Prayagraj,2007-12-04 18:00:00,0
2007,17.97,6.33,12.15,5.92,46.38,0,100.76,2.14,300.96,3.27,301.03,Prayagraj,2007-12-04 19:00:00,0
2007,17.58,5.94,11.76,5.74,46.25,0,100.81,2.03,288.43,3.02,288.39,Prayagraj,2007-12-04 20:00:00,0
2007,17.02,5.57,11.3,5.62,46.75,0,100.82,1.98,290.08,2.94,290.02,Prayagraj,2007-12-04 21:00:00,0
2007,16.49,5.19,10.84,5.49,47.06,0,100.78,1.9,306.63,2.78,306.55,Prayagraj,2007-12-04 22:00:00,0
2007,15.39,4.84,10.12,5.31,49.31,0,100.78,2.08,308.12,3.12,308.08,Prayagraj,2007-12-04 23:00:00,0
2007,14.27,4.51,9.39,5.19,51.75,0,100.8,2.26,304.73,3.47,304.83,Prayagraj,2007-12-05 00:00:00,0
2007,13.55,4.14,8.84,5.07,52.88,0,100.78,2.2,312.12,3.38,312.1,Prayagraj,2007-12-05 01:00:00,0
2007,13.05,3.76,8.4,4.94,53.19,0,100.75,2.02,325.39,3.06,325.42,Prayagraj,2007-12-05 02:00:00,0
2007,12.8,3.49,8.15,4.82,53,0,100.77,1.71,330.39,2.5,330.39,Prayagraj,2007-12-05 03:00:00,0
2007,12.74,3.31,8.03,4.76,52.56,0,100.82,1.11,321.28,1.56,321.3,Prayagraj,2007-12-05 04:00:00,0
2007,12.39,3.3,7.84,4.76,53.69,0,100.92,0.89,269.5,1.23,269.27,Prayagraj,2007-12-05 05:00:00,0
2007,11.56,3.41,7.49,4.82,57.25,0,101.02,1.55,235.91,2.29,235.71,Prayagraj,2007-12-05 06:00:00,0
2007,13.87,3.93,8.9,5,51,0,101.08,2.15,226.18,2.84,226.56,Prayagraj,2007-12-05 07:00:00,0
2007,16.66,3.93,10.3,5,42.62,0,101.11,1.99,217.5,2.1,215.93,Prayagraj,2007-12-05 08:00:00,0
2007,20.98,3.12,12.05,4.7,30.75,0,101.12,1.55,198.8,1.71,198.35,Prayagraj,2007-12-05 09:00:00,0
2007,24.73,2.2,13.47,4.39,22.94,0,101.06,1.04,239.77,1.23,240.35,Prayagraj,2007-12-05 10:00:00,0
2007,25.92,2.51,14.22,4.52,21.81,0,100.95,0.94,298.27,1.03,291.88,Prayagraj,2007-12-05 11:00:00,0
2007,26.47,2.79,14.62,4.64,21.56,0,100.83,1.24,341.57,1.23,337.66,Prayagraj,2007-12-05 12:00:00,0
2007,26.58,2.96,14.76,4.7,21.69,0,100.76,1.7,349.67,1.74,347.83,Prayagraj,2007-12-05 13:00:00,0
2007,26.08,3.06,14.57,4.7,22.5,0,100.74,1.89,357.15,1.98,356.38,Prayagraj,2007-12-05 14:00:00,0
2007,24.73,5.36,15.05,5.62,28.94,0,100.74,1.53,6.15,2.23,6.43,Prayagraj,2007-12-05 15:00:00,0
2007,21.38,6.07,13.73,5.86,37,0,100.78,1.87,15.02,2.91,15.12,Prayagraj,2007-12-05 16:00:00,0
2007,19.4,4.56,11.98,5.25,37.56,0,100.85,2.26,25.77,3.5,25.94,Prayagraj,2007-12-05 17:00:00,0
2007,18,4.33,11.16,5.13,40.31,0,100.91,2.59,38.88,4.16,38.9,Prayagraj,2007-12-05 18:00:00,0
2007,16.87,4.16,10.52,5.07,42.81,0,100.96,2.82,51.64,4.69,51.56,Prayagraj,2007-12-05 19:00:00,0
2007,15.88,4.15,10.01,5.07,45.5,0,100.97,3,65.04,5.16,65.1,Prayagraj,2007-12-05 20:00:00,0
2007,14.97,4.19,9.58,5.07,48.38,0,100.97,3.02,78.05,5.3,78.09,Prayagraj,2007-12-05 21:00:00,0
2007,14.16,4.4,9.28,5.19,51.69,0,100.96,2.92,93.38,5.16,93.47,Prayagraj,2007-12-05 22:00:00,0
2007,13.45,4.73,9.08,5.31,55.38,0,100.94,2.82,111.8,5.02,111.85,Prayagraj,2007-12-05 23:00:00,0
2007,12.83,5.12,8.98,5.43,59.31,0,100.92,2.71,129.02,4.75,129,Prayagraj,2007-12-06 00:00:00,0
2007,12.44,5.55,9,5.62,62.69,0,100.9,2.51,145.77,4.26,145.76,Prayagraj,2007-12-06 01:00:00,0
2007,12.41,5.87,9.14,5.74,64.25,0,100.88,2.35,157.35,3.88,157.26,Prayagraj,2007-12-06 02:00:00,0
2007,12.55,6.08,9.32,5.8,64.62,0,100.89,2.17,164.76,3.43,164.7,Prayagraj,2007-12-06 03:00:00,0
2007,12.66,6.27,9.47,5.92,65,0,100.93,2.05,169.89,3.18,169.8,Prayagraj,2007-12-06 04:00:00,0
